codigo_ccif;nivel;ejemplo;tipo;frase_original;;;;;;
01.1.7.04.07;Producto;refrigerados en todas sus variedades;incluido;hongos comestibles frescos o refrigerados en todas sus variedades o denominaciones, por ejemplo, champiñones, setas, callampas, trufas, digüeñes y otros hongos comestibles frescos o refrigerados;;;;;;
01.1.7.04.07;Producto;champiñones;incluido;hongos comestibles frescos o refrigerados en todas sus variedades o denominaciones, por ejemplo, champiñones, setas, callampas, trufas, digüeñes y otros hongos comestibles frescos o refrigerados;;;;;;
01.1.7.04.07;Producto;setas;incluido;hongos comestibles frescos o refrigerados en todas sus variedades o denominaciones, por ejemplo, champiñones, setas, callampas, trufas, digüeñes y otros hongos comestibles frescos o refrigerados;;;;;;
01.1.7.04.07;Producto;callampas;incluido;hongos comestibles frescos o refrigerados en todas sus variedades o denominaciones, por ejemplo, champiñones, setas, callampas, trufas, digüeñes y otros hongos comestibles frescos o refrigerados;;;;;;
01.1.7.04.07;Producto;trufas;incluido;hongos comestibles frescos o refrigerados en todas sus variedades o denominaciones, por ejemplo, champiñones, setas, callampas, trufas, digüeñes y otros hongos comestibles frescos o refrigerados;;;;;;
01.1.7.04.07;Producto;digüeñes;incluido;hongos comestibles frescos o refrigerados en todas sus variedades o denominaciones, por ejemplo, champiñones, setas, callampas, trufas, digüeñes y otros hongos comestibles frescos o refrigerados;;;;;;
01.1.7.04.07;Producto;otros hongos comestibles frescos;incluido;hongos comestibles frescos o refrigerados en todas sus variedades o denominaciones, por ejemplo, champiñones, setas, callampas, trufas, digüeñes y otros hongos comestibles frescos o refrigerados;;;;;;
02.4.1.01.01;Producto;hongos psilocibina;excluido;hongos psilocibina, hongos alucinógenos (02.4.1.01.01);;;;;;
02.4.1.01.01;Producto;hongos alucinógenos;excluido;hongos psilocibina, hongos alucinógenos (02.4.1.01.01);;;;;;
01.1.7.04.08;Producto;algas marinas comestibles frescas;incluido;algas marinas comestibles frescas o refrigeradas como cochayuyos, ultes, luches, hinojos marinos y otras algas similares frescas o refrigeradas;;;;;;
01.1.7.04.08;Producto;cochayuyos;incluido;algas marinas comestibles frescas o refrigeradas como cochayuyos, ultes, luches, hinojos marinos y otras algas similares frescas o refrigeradas;;;;;;
01.1.7.04.08;Producto;ultes;incluido;algas marinas comestibles frescas o refrigeradas como cochayuyos, ultes, luches, hinojos marinos y otras algas similares frescas o refrigeradas;;;;;;
01.1.7.04.08;Producto;luches;incluido;algas marinas comestibles frescas o refrigeradas como cochayuyos, ultes, luches, hinojos marinos y otras algas similares frescas o refrigeradas;;;;;;
01.1.7.04.08;Producto;hinojos marinos;incluido;algas marinas comestibles frescas o refrigeradas como cochayuyos, ultes, luches, hinojos marinos y otras algas similares frescas o refrigeradas;;;;;;
01.1.7.04.08;Producto;otras algas similares frescas;incluido;algas marinas comestibles frescas o refrigeradas como cochayuyos, ultes, luches, hinojos marinos y otras algas similares frescas o refrigeradas;;;;;;
01.1.7.07.01;Producto;cochayuyos secos;excluido;algas marinas secas o deshidratadas, por ejemplo, cochayuyos secos, nori (01.1.7.07.01);;;;;;
01.1.7.07.01;Producto;nori;excluido;algas marinas secas o deshidratadas, por ejemplo, cochayuyos secos, nori (01.1.7.07.01);;;;;;
01.1.7.04.99;Producto;aceitunas frescas;incluido;aceitunas frescas o refrigeradas, mezclas de hortalizas frescas o refrigeradas para posterior cocción (por ejemplo, chop suey o chapsuí), otras hortalizas frescas o refrigeradas;;;;;;
01.1.7.04.99;Producto;mezclas de hortalizas frescas;incluido;aceitunas frescas o refrigeradas, mezclas de hortalizas frescas o refrigeradas para posterior cocción (por ejemplo, chop suey o chapsuí), otras hortalizas frescas o refrigeradas;;;;;;
01.1.7.04.99;Producto;refrigeradas para posterior cocción (por ejemplo, chop suey o chapsuí);incluido;aceitunas frescas o refrigeradas, mezclas de hortalizas frescas o refrigeradas para posterior cocción (por ejemplo, chop suey o chapsuí), otras hortalizas frescas o refrigeradas;;;;;;
01.1.7.04.99;Producto;otras hortalizas frescas;incluido;aceitunas frescas o refrigeradas, mezclas de hortalizas frescas o refrigeradas para posterior cocción (por ejemplo, chop suey o chapsuí), otras hortalizas frescas o refrigeradas;;;;;;
01.1.7.05.00;Subclase;todo tipo de papas;incluido;todo tipo de papas, incluyendo las batatas;;;;;;
01.1.7.05.00;Subclase;mandioca;incluido;mandioca y yuca;;;;;;
01.1.7.05.00;Subclase;yuca;incluido;mandioca y yuca;;;;;;
01.1.7.05.00;Subclase;ñames;incluido;ñames;;;;;;
01.1.7.05.00;Subclase;taro;incluido;taro;;;;;;
01.1.7.05.00;Subclase;yautía;incluido;yautía, también conocida como malanga, new cocoyam, ocumo, tannia;;;;;;
01.1.7.05.00;Subclase;malanga;incluido;yautía, también conocida como malanga, new cocoyam, ocumo, tannia;;;;;;
01.1.7.05.00;Subclase;new cocoyam;incluido;yautía, también conocida como malanga, new cocoyam, ocumo, tannia;;;;;;
01.1.7.05.00;Subclase;ocumo;incluido;yautía, también conocida como malanga, new cocoyam, ocumo, tannia;;;;;;
01.1.7.05.00;Subclase;tannia;incluido;yautía, también conocida como malanga, new cocoyam, ocumo, tannia;;;;;;
01.1.7.05.00;Subclase;plátanos;incluido;plátanos y bananas para cocinar;;;;;;
01.1.7.05.00;Subclase;bananas para cocinar;incluido;plátanos y bananas para cocinar;;;;;;
01.1.7.05.00;Subclase;arrurruz;incluido;arrurruz, raíces de loto, salep, alcachofas de Jerusalén, topinambur, tacca;;;;;;
01.1.7.05.00;Subclase;raíces de loto;incluido;arrurruz, raíces de loto, salep, alcachofas de Jerusalén, topinambur, tacca;;;;;;
01.1.7.05.00;Subclase;salep;incluido;arrurruz, raíces de loto, salep, alcachofas de Jerusalén, topinambur, tacca;;;;;;
01.1.7.05.00;Subclase;alcachofas de Jerusalén;incluido;arrurruz, raíces de loto, salep, alcachofas de Jerusalén, topinambur, tacca;;;;;;
01.1.7.05.00;Subclase;topinambur;incluido;arrurruz, raíces de loto, salep, alcachofas de Jerusalén, topinambur, tacca;;;;;;
01.1.7.05.00;Subclase;tacca;incluido;arrurruz, raíces de loto, salep, alcachofas de Jerusalén, topinambur, tacca;;;;;;
01.1.6.01.01;Producto;plátanos de postre;excluido;plátanos de postre (01.1.6.01.01);;;;;;
01.1.7.05.01;Producto;papas;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;tubérculos en todas sus variedades;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;asoberana;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;cabritas;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;cacho negra;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;papas camotes (papa dulce o batata);incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;cielo;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;huicaña;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;Magallanes;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;michuñe blanca;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;ñochas;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;pachacoña;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;yucas;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;mandiocas;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;papas chilotas;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;papas bollos de gatos;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;ñames;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;taros;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;yautías;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;arrurruz;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;raíces de loto;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;alcachofas de Jerusalen;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;topinambur;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.01;Producto;tacca;incluido;papas y tubérculos en todas sus variedades o denominaciones, por ejemplo, asoberana, cabritas, cacho negra, papas camotes (papa dulce o batata), cielo, huicaña, Magallanes, michuñe blanca, ñochas, pachacoña, yucas o mandiocas, papas chilotas, papas bollos de gatos, ñames, taros, yautías, arrurruz, raíces de loto, alcachofas de Jerusalen, topinambur, tacca;;;;;;
01.1.7.05.02;Producto;plátanos;incluido;plátanos y bananas para cocinar como plátano barraganete (plátanos verdes);;;;;;
01.1.7.05.02;Producto;bananas para cocinar;incluido;plátanos y bananas para cocinar como plátano barraganete (plátanos verdes);;;;;;
01.1.7.05.02;Producto;plátano barraganete (plátanos verdes);incluido;plátanos y bananas para cocinar como plátano barraganete (plátanos verdes);;;;;;
